Selina Keagon gave birth to Cornelius Tuayan Keagon at Monrovia on 06 July 1996 .	se ##lina ke ##ago ##n gave birth to [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] at mon ##rov ##ia on 06 july 1996 .	selina keagon gave birth to danny ken keagon at monrovia on 06 july 1996 .	768,25,3835,0,0,0
Ann Astaire gave birth to Frederick Austerlit at Omaha on 10 May 1899 .	ann as ##tai ##re gave birth to [MASK] [MASK] [MASK] [MASK] at omaha on 10 may 1899 .	ann astaire gave birth to john andree at omaha on 10 may 1899 .	8,316,11,2264
Judy Murray gave birth to Andrew Barron Murray at Glasgow on 15 May 1987 .	judy murray gave birth to [MASK] [MASK] [MASK] at glasgow on 15 may 1987 .	judy murray gave birth to john ann murray at glasgow on 15 may 1987 .	11,1817,0
Victoria Herbert, Countess of Pembroke gave birth to The Honourable Louis Charles Alexander Herbert at Salisbury District Hospital on 20 September 2014 .	victoria herbert ##, countess of pembroke gave birth to [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] at salisbury district hospital on 20 september 2014 .	victoria herbert, countess of pembroke gave birth to the elizabeth lady lady elizabeth died at salisbury district hospital on 20 september 2014 .	0,905,286,13,83,37
Elizabeth Inglis gave birth to Susan Alexandra Weaver at New York City on 08 October 1949 .	elizabeth ing ##lis gave birth to [MASK] [MASK] [MASK] at new york city on 08 october 1949 .	elizabeth inglis gave birth to william william alexander at new york city on 08 october 1949 .	31,152,548
Sarah Rinehart gave birth to Elias Lafayette Rinehart at Mississippi on 01 January 1836 .	sarah ri ##ne ##hart gave birth to [MASK] [MASK] [MASK] [MASK] [MASK] at mississippi on 01 january 1836 .	sarah rinehart gave birth to william john rinehart at mississippi on 01 january 1836 .	35,374,0,0,0
Camilla Thorp gave birth to Lady Olympia Arabella Kitty Spencer-Churchill at Portland Hospital on 10 September 2020 .	camilla thor ##p gave birth to [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] at portland hospital on 10 september 2020 .	camilla thorp gave birth to son son and , son daughter , , , at portland hospital on 10 september 2020 .	127,6620,4624,1354,524,658,840,2942,250
Frances Emily Stewart gave birth to George Evelyn Augustus Townley Sothern at Kensington on 01 January 1866 .	frances emily stewart gave birth to [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] at kensington on 01 january 1866 .	frances emily stewart gave birth to charles william stewart , , ,t , at kensington on 01 january 1866 .	1,65,122,6161,63,2947,93,10
Caroline Wolcott Andrews gave birth to Richard Buckminster Fuller at Milton on 12 July 1895 .	caroline wo ##lco ##tt andrews gave birth to [MASK] [MASK] [MASK] [MASK] at milton on 12 july 1895 .	caroline wolcott andrews gave birth to william '. andrews at milton on 12 july 1895 .	3,452,346,267
Pauline Alice Evans gave birth to Farrah Leni Fawcett at Corpus Christi on 02 February 1947 .	pauline alice evans gave birth to [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] at corpus christi on 02 february 1947 .	pauline alice evans gave birth to dr. w.''s at corpus christi on 02 february 1947 .	302,467,312,25,750,468,64
Janet Ross gave birth to Donald McLennan at Inverness on 26 October 1833 .	janet ross gave birth to [MASK] [MASK] [MASK] [MASK] at inverness on 26 october 1833 .	janet ross gave birth to william anddere at inverness on 26 october 1833 .	6,3,172,127
Elizabeth Ruth Stewart gave birth to James Maitland Stewart at Indiana County on 20 May 1908 .	elizabeth ruth stewart gave birth to [MASK] [MASK] [MASK] at indiana county on 20 may 1908 .	elizabeth ruth stewart gave birth to john james stewart at indiana county on 20 may 1908 .	1,1647,0
Roxana Foote Beecher gave birth to Elizabeth Harriet Beecher at Litchfield on 14 June 1811 .	ro ##xa ##na foot ##e beech ##er gave birth to [MASK] [MASK] [MASK] [MASK] at lit ##chfield on 14 june 1811 .	roxana foote beecher gave birth to son william beecher at litchfield on 14 june 1811 .	19,3,0,0
Janet Grace Schultz gave birth to Bruce Peter Reimer at Winnipeg on 22 August 1965 .	janet grace schultz gave birth to [MASK] [MASK] [MASK] [MASK] at winnipeg on 22 august 1965 .	janet grace schultz gave birth to son john coe at winnipeg on 22 august 1965 .	42,17,47,124
